stem,root,class,mode,voice,modification
SuByamAna,SuB#1,,pres,pass,
SumBat,SumB,1,pres,para,
SumBamAna,SumB,1,pres,atma,
SumBitavat,SumB,,past,active,
SumBita,SumB,,past,pass,
SumByamAna,SumB,,pres,pass,
SuSucAna,Suc,,perf,atma,
SuSucvAn,Suc,,perf,para,
SuSuDAna,SuD,,perf,atma,
SuSuDvAn,SuD,,perf,para,
SuSuBAna,SuB#1,,perf,atma,
SuSuBvAn,SuB#1,,perf,para,
SuSumBAna,SumB,,perf,atma,
SuSumBvAn,SumB,,perf,para,
SuSuSrUzARa,Sru,,perf,atma,desid
SuSuSrUzvAn,Sru,,perf,para,desid
SuSuzARa,Suz,,perf,atma,
SuSuzvAn,Suz,,perf,para,
SuSUvAn,SU,,perf,para,
SuSruvAn,Sru,,perf,para,
SuSrUzaRIya,Sru,,fut,pass,desid
SuSrUzat,Sru,,pres,para,desid
SuSrUzamAna,Sru,,pres,atma,desid
SuSrUzitavat,Sru,,past,active,desid
SuSrUzita,Sru,,past,pass,desid
SuSrvARa,Sru,,perf,atma,
SuSvAna,SU,,perf,atma,
Suzkavat,Suz,,past,active,
Suzka,Suz,,past,pass,
Suzyat,Suz,1,pres,para,
SuzyamAna,Suz,1,pres,atma,
SuzyamAna,Suz,,pres,pass,
SUnavat,SU,,past,active,
SUna,SU,,past,pass,
SUyamAna,SU,,pres,pass,
SfRat,SF,9,pres,para,
SfRAna,SF,9,pres,atma,
SfRvat,Sru,5,pres,para,
SfRvAna,Sru,5,pres,atma,
SekAna,Sak,,perf,atma,
SekivAn,Sak,,perf,para,
SekNAna,SaNk,,perf,atma,
SekNivAn,SaNk,,perf,para,
Sekzyat,Siz,,fut,para,
SekzyamAna,Siz,,fut,atma,
Setavya,SI,,fut,pass,
SedAna,Sad,,perf,atma,
SedivAn,Sad,,perf,para,
SedbAna,Sabd,,perf,atma,
SedbivAn,Sabd,,perf,para,
SepAna,Sap,,perf,atma,
SepivAn,Sap,,perf,para,
SeBalAna,SalaB,,perf,atma,
SeBalvAn,SalaB,,perf,para,
SemAna,Sam#1,,perf,atma,
SemAna,Sam#2,,perf,atma,
SemivAn,Sam#1,,perf,para,
SemivAn,Sam#2,,perf,para,
Seya,SA,,fut,pass,
Seya,SI,,fut,pass,
SelanIya,SIl,,fut,pass,
SelAna,Sal,,perf,atma,
Selitavya,SIl,,fut,pass,
SelivAn,Sal,,perf,para,
Selizyat,SIl,,fut,para,
SelizyamAna,SIl,,fut,atma,
SeSAna,SaS,,perf,atma,
SeSivAn,SaS,,perf,para,
SezaRIya,Siz,,fut,pass,
SezaRIya,Siz,,fut,pass,caus
Sezayat,Siz,,pres,para,caus
SezayamAna,Siz,,pres,atma,caus
Sezayitavya,Siz,,fut,pass,caus
Sezayizyat,Siz,,fut,para,caus
SezayizyamAna,Siz,,fut,atma,
SezayizyamAna,Siz,,fut,atma,caus
Sezitavat,Siz,,past,active,caus
Sezita,Siz,,past,pass,caus
SezMARa,SaMs,,perf,atma,
SezMivAn,SaMs,,perf,para,
Sezwavya,Siz,,fut,pass,
SezyamAna,Siz,,pres,pass,caus
SezyamAna,SI,,fut,atma,
Sezya,Siz,,fut,pass,
Sezya,Siz,,fut,pass,caus
SesAna,Sas,,perf,atma,
SesivAn,Sas,,perf,para,
Soktavya,Suc,,fut,pass,
Sokzyat,Suz,,fut,para,
SokzyamAna,Suz,,fut,atma,
Socat,Suc,1,pres,para,
SocanIya,Suc,,fut,pass,
SocanIya,Suc,,fut,pass,caus
SocamAna,Suc,1,pres,atma,
Socayat,Suc,,pres,para,caus
SocayamAna,Suc,,pres,atma,caus
Socayitavya,Suc,,fut,pass,caus
Socayizyat,Suc,,fut,para,caus
SocayizyamAna,Suc,,fut,atma,
SocayizyamAna,Suc,,fut,atma,caus
Socitavat,Suc,,past,active,caus
Socitavya,Suc,,fut,pass,
Socita,Suc,,past,pass,caus
Socizyat,Suc,,fut,para,
SocizyamAna,Suc,,fut,atma,
SocyamAna,Suc,,pres,pass,caus
Socya,Suc,,fut,pass,
Socya,Suc,,fut,pass,caus
Sotsyat,SuD,,fut,para,
SotsyamAna,SuD,,fut,atma,
SodDavya,SuD,,fut,pass,
SoDanIya,SuD,,fut,pass,
SoDanIya,SuD,,fut,pass,caus
SoDayat,SuD,,pres,para,caus
SoDayamAna,SuD,,pres,atma,caus
SoDayitavya,SuD,,fut,pass,caus
SoDayizyat,SuD,,fut,para,caus
SoDayizyamAna,SuD,,fut,atma,
SoDayizyamAna,SuD,,fut,atma,caus
SoDitavat,SuD,,past,active,caus
SoDita,SuD,,past,pass,caus
SoDyamAna,SuD,,pres,pass,caus
SoDya,SuD,,fut,pass,
SoDya,SuD,,fut,pass,caus
Sopsyat,SuB#1,,fut,para,
SopsyamAna,SuB#1,,fut,atma,
SobDavya,SuB#1,,fut,pass,
SoBat,SuB#1,1,pres,para,
SoBanIya,SuB#1,,fut,pass,
SoBanIya,SuB#1,,fut,pass,caus
SoBamAna,SuB#1,1,pres,atma,
SoBayat,SuB#1,,pres,para,caus
SoBayamAna,SuB#1,,pres,atma,caus
SoBayitavya,SuB#1,,fut,pass,caus
SoBayizyat,SuB#1,,fut,para,caus
SoBayizyamAna,SuB#1,,fut,atma,
SoBayizyamAna,SuB#1,,fut,atma,caus
SoBitavat,SuB#1,,past,active,caus
SoBita,SuB#1,,past,pass,caus
SoByamAna,SuB#1,,pres,pass,caus
SoBya,SuB#1,,fut,pass,
SoBya,SuB#1,,fut,pass,caus
Sompsyat,SumB,,fut,para,
SompsyamAna,SumB,,fut,atma,
SombDavya,SumB,,fut,pass,
SomBanIya,SumB,,fut,pass,
SomBya,SumB,,fut,pass,
Soya,SU,,fut,pass,
SozaRIya,Suz,,fut,pass,
SozaRIya,Suz,,fut,pass,caus
Sozayat,Suz,,pres,para,caus
SozayamAna,Suz,,pres,atma,caus
Sozayitavya,Suz,,fut,pass,caus
Sozayizyat,Suz,,fut,para,caus
SozayizyamAna,Suz,,fut,atma,
SozayizyamAna,Suz,,fut,atma,caus
Sozitavat,Suz,,past,active,caus
Sozita,Suz,,past,pass,caus
Sozwavya,Suz,,fut,pass,
SozyamAna,Suz,,pres,pass,caus
Sozya,Suz,,fut,pass,
Sozya,Suz,,fut,pass,caus
Syat,SA,4,pres,para,
SyamAna,SA,4,pres,atma,
SyAtavya,SyA,,fut,pass,
SyAnIya,SyA,,fut,pass,
SyAyat,SyA,1,pres,para,
SyAyamAna,SyA,1,pres,atma,
SyAsyat,SyA,,fut,para,
SyAsyamAna,SyA,,fut,atma,
Syeya,SyA,,fut,pass,
SraMsyat,Sram,,fut,para,
SraMsyamAna,Sram,,fut,atma,
Srantavya,Sram,,fut,pass,
SrabDavat,SramB,,past,active,
SrabDa,SramB,,past,pass,
SramaRIya,Sram,,fut,pass,
Srampsyat,SramB,,fut,para,
SrampsyamAna,SramB,,fut,atma,
SramBat,SramB,1,pres,para,
SramBamAna,SramB,1,pres,atma,
SramBitavat,SramB,,past,active,
SramBita,SramB,,past,pass,
SramyamAna,Sram,,pres,pass,
Sramya,Sram,,fut,pass,
SrayaRIya,Sri,,fut,pass,
Srayat,Sri,1,pres,para,
SrayamAna,Sri,1,pres,atma,
Srayitavya,Sri,,fut,pass,
Srayizyat,Sri,,fut,para,
SrayizyamAna,Sri,,fut,atma,
SravaRIya,Sru,,fut,pass,
SrAntavat,Sram,,past,active,
SrAnta,Sram,,past,pass,
SrAmaRIya,Sram,,fut,pass,caus
SrAmayat,Sram,,pres,para,caus
SrAmayamAna,Sram,,pres,atma,caus
SrAmayitavya,Sram,,fut,pass,caus
SrAmayizyat,Sram,,fut,para,caus
SrAmayizyamAna,Sram,,fut,atma,
SrAmayizyamAna,Sram,,fut,atma,caus
SrAmitavat,Sram,,past,active,caus
SrAmita,Sram,,past,pass,caus
SrAmyat,Sram,4,pres,para,
SrAmyamAna,Sram,4,pres,atma,
SrAmyamAna,Sram,,pres,pass,caus
SrAmya,Sram,,fut,pass,caus
SrAvaRIya,Sru,,fut,pass,caus
SrAvayat,Sru,,pres,para,caus
SrAvayamAna,Sru,,pres,atma,caus
SrAvayitavya,Sru,,fut,pass,caus
SrAvayizyat,Sru,,fut,para,caus
SrAvayizyamAna,Sru,,fut,atma,
SrAvayizyamAna,Sru,,fut,atma,caus
SrAvitavat,Sru,,past,active,caus
SrAvita,Sru,,past,pass,caus
SrAvyamAna,Sru,,pres,pass,caus
SrAvya,Sru,,fut,pass,caus
Sritavat,Sri,,past,active,
Srita,Sri,,past,pass,
SrIyamAna,Sri,,pres,pass,
Srutavat,Sru,,past,active,
Sruta,Sru,,past,pass,
SrUyamAna,Sru,,pres,pass,
Sreya,Sri,,fut,pass,
Srotavya,Sru,,fut,pass,
Sroya,Sru,,fut,pass,
Srozyat,Sru,,fut,para,
SrozyamAna,Sru,,fut,atma,
SlAkzyat,SlAG,,fut,para,
SlAkzyamAna,SlAG,,fut,atma,
SlAgDavya,SlAG,,fut,pass,
SlAGat,SlAG,1,pres,para,
SlAGanIya,SlAG,,fut,pass,
SlAGamAna,SlAG,1,pres,atma,
SlAGitavat,SlAG,,past,active,
SlAGita,SlAG,,past,pass,
SlAGyamAna,SlAG,,pres,pass,
SlAGya,SlAG,,fut,pass,
Slizwavat,Sliz,,past,active,
Slizwa,Sliz,,past,pass,
Slizyat,Sliz,4,pres,para,
SlizyamAna,Sliz,4,pres,atma,
SlizyamAna,Sliz,,pres,pass,
Slekzyat,Sliz,,fut,para,
SlekzyamAna,Sliz,,fut,atma,
SlezaRIya,Sliz,,fut,pass,
SlezaRIya,Sliz,,fut,pass,caus
Slezayat,Sliz,,pres,para,caus
SlezayamAna,Sliz,,pres,atma,caus
Slezayitavya,Sliz,,fut,pass,caus
Slezayizyat,Sliz,,fut,para,caus
SlezayizyamAna,Sliz,,fut,atma,
SlezayizyamAna,Sliz,,fut,atma,caus
Slezitavat,Sliz,,past,active,caus
Slezita,Sliz,,past,pass,caus
Slezwavya,Sliz,,fut,pass,
SlezyamAna,Sliz,,pres,pass,caus
Slezya,Sliz,,fut,pass,
Slezya,Sliz,,fut,pass,caus
SvaHsyat,Svas#1,,fut,para,
SvaHsyamAna,Svas#1,,fut,atma,
Svayat,SU,1,pres,para,
SvayamAna,SU,1,pres,atma,
Svasat,Svas#1,2,pres,para,
SvasanIya,Svas#1,,fut,pass,
SvasAna,Svas#1,2,pres,atma,
Svasitavat,Svas#1,,past,active,
Svasita,Svas#1,,past,pass,
Svastavya,Svas#1,,fut,pass,
SvasyamAna,Svas#1,,pres,pass,
Svasya,Svas#1,,fut,pass,
Svittavat,Svit,,past,active,
Svitta,Svit,,past,pass,
SvityamAna,Svit,,pres,pass,
Svetat,Svit,1,pres,para,
SvetanIya,Svit,,fut,pass,
SvetamAna,Svit,1,pres,atma,
Svettavya,Svit,,fut,pass,
Svetya,Svit,,fut,pass,
Svetsyat,Svit,,fut,para,
SvetsyamAna,Svit,,fut,atma,
zaRQanIya,zaRQ,,fut,pass,
zaRQayat,zaRQ,10,pres,para,
zaRQayamAna,zaRQ,10,pres,atma,
zaRQayitavya,zaRQ,,fut,pass,
zaRQayizyat,zaRQ,,fut,para,
zaRQayizyamAna,zaRQ,,fut,atma,
zaRQitavat,zaRQ,,past,active,
zaRQita,zaRQ,,past,pass,
zaRQyamAna,zaRQ,,pres,pass,
zaRQya,zaRQ,,fut,pass,
zeQRAna,zaRQ,,perf,atma,
zeQRivAn,zaRQ,,perf,para,
zWIvat,zWIv,1,pres,para,
zWIvamAna,zWIv,1,pres,atma,
zWIvitavat,zWIv,,past,active,
zWIvita,zWIv,,past,pass,
zWIvyamAna,zWIv,,pres,pass,
zWIvya,zWIv,,fut,pass,
zWevanIya,zWIv,,fut,pass,
zWevitavya,zWIv,,fut,pass,
zWevizyat,zWIv,,fut,para,
zWevizyamAna,zWIv,,fut,atma,
saktavat,sac,,past,active,
saktavat,saYj,,past,active,
saktavya,sac,,fut,pass,
saktavya,saYj,,fut,pass,
sakta,sac,,past,pass,
sakta,saYj,,past,pass,
sakzyat,sah#1,,fut,para,
sakzyamAna,sac,,fut,atma,
sakzyamAna,sah#1,,fut,atma,
saKayanIya,saKI,,fut,pass,
saKAyayizyat,saKI,,fut,para,
saKAyayizyamAna,saKI,,fut,atma,
saKItavat,saKI,,past,active,
saKIta,saKI,,past,pass,
saKIyat,saKI,10,pres,para,
saKIyamAna,saKI,10,pres,atma,
saKIyitavya,saKI,,fut,pass,
saKeya,saKI,,fut,pass,
saKEyamAna,saKI,,pres,pass,
saNkzyat,saYj,,fut,para,
saNkzyamAna,saYj,,fut,atma,
sacanIya,sac,,fut,pass,
sacamAna,sac,1,pres,atma,
sacyamAna,sac,,pres,pass,
sacya,sac,,fut,pass,
sajat,saYj,1,pres,para,
sajamAna,saYj,1,pres,atma,
sajjanIya,saYj,,fut,pass,caus
sajjayat,saYj,,pres,para,caus
sajjayamAna,saYj,,pres,atma,caus
sajjayitavya,saYj,,fut,pass,caus
sajjayizyat,saYj,,fut,para,caus
sajjayizyamAna,saYj,,fut,atma,
sajjayizyamAna,saYj,,fut,atma,caus
sajjitavat,saYj,,past,active,caus
sajjita,saYj,,past,pass,caus
sajjyamAna,saYj,,pres,pass,caus
sajjya,saYj,,fut,pass,caus
sajyamAna,saYj,,pres,pass,
saYjanIya,saYj,,fut,pass,
saYjya,saYj,,fut,pass,
sattavya,sad#1,,fut,pass,
satsyat,sad#1,,fut,para,
satsyamAna,sad#1,,fut,atma,
sadanIya,sad#1,,fut,pass,
sadyamAna,sad#1,,pres,pass,
sadya,sad#1,,fut,pass,
sat,as#1,2,pres,para,
sannavat,sad#1,,past,active,
sanna,sad#1,,past,pass,
sapat,sap#1,1,pres,para,
sapanIya,sap#1,,fut,pass,
sapamAna,sap#1,1,pres,atma,
sapiRqayat,sapiRq,10,pres,para,
sapiRqayamAna,sapiRq,10,pres,atma,
sapiRqayitavya,sapiRq,,fut,pass,
sapiRqayizyat,sapiRq,,fut,para,
sapiRqayizyamAna,sapiRq,,fut,atma,
sapiRqitavat,sapiRq,,past,active,
sapiRqita,sapiRq,,past,pass,
sapiRqyamAna,sapiRq,,pres,pass,
sapeRqanIya,sapiRq,,fut,pass,
sapeRqya,sapiRq,,fut,pass,
saptavat,sap#1,,past,active,
saptavya,sap#1,,fut,pass,
sapta,sap#1,,past,pass,
sapyamAna,sap#1,,pres,pass,
sapya,sap#1,,fut,pass,
sapsyat,sap#1,,fut,para,
sapsyamAna,sap#1,,fut,atma,
saBAktavat,saBAj,,past,active,
saBAkta,saBAj,,past,pass,
saBAjanIya,saBAj,,fut,pass,
saBAjayat,saBAj,10,pres,para,
saBAjayamAna,saBAj,10,pres,atma,
saBAjayitavya,saBAj,,fut,pass,
saBAjayizyat,saBAj,,fut,para,
saBAjayizyamAna,saBAj,,fut,atma,
saBAjyamAna,saBAj,,pres,pass,
saBAjya,saBAj,,fut,pass,
sayIKAna,saKI,,perf,atma,
sayIKvAn,saKI,,perf,para,
saraRIya,sf,,fut,pass,
sarat,sf,1,pres,para,
saramAna,sf,1,pres,atma,
sarizyat,sf,,fut,para,
sarizyamAna,sf,,fut,atma,
sarkzyat,sfj#1,,fut,para,
sarkzyamAna,sfj#1,,fut,atma,
sarjanIya,sfj#1,,fut,pass,
sarjanIya,sfj#1,,fut,pass,caus
sarjayat,sfj#1,,pres,para,caus
sarjayamAna,sfj#1,,pres,atma,caus
sarjayitavya,sfj#1,,fut,pass,caus
sarjayizyat,sfj#1,,fut,para,caus
sarjayizyamAna,sfj#1,,fut,atma,
sarjayizyamAna,sfj#1,,fut,atma,caus
sarjitavat,sfj#1,,past,active,caus
sarjita,sfj#1,,past,pass,caus
sarjyamAna,sfj#1,,pres,pass,caus
sarjya,sfj#1,,fut,pass,caus
sartavya,sf,,fut,pass,
sarpaRIya,sfp,,fut,pass,
sarpaRIya,sfp,,fut,pass,caus
sarpat,sfp,1,pres,para,
sarpamAna,sfp,1,pres,atma,
sarpayat,sfp,,pres,para,caus
sarpayamAna,sfp,,pres,atma,caus
sarpayitavya,sfp,,fut,pass,caus
sarpayizyat,sfp,,fut,para,caus
sarpayizyamAna,sfp,,fut,atma,
sarpayizyamAna,sfp,,fut,atma,caus
sarpitavat,sfp,,past,active,caus
sarpita,sfp,,past,pass,caus
sarptavya,sfp,,fut,pass,
sarpyamAna,sfp,,pres,pass,caus
sarpya,sfp,,fut,pass,caus
sarpsyat,sfp,,fut,para,
sarpsyamAna,sfp,,fut,atma,
sarzwavya,sfj#1,,fut,pass,
savat,sU#1,1,pres,para,
savanIya,su#2,,fut,pass,
savanIya,sU#1,,fut,pass,
savamAna,sU#1,1,pres,atma,
savitavya,su#2,,fut,pass,
savitavya,sU#1,,fut,pass,
savizyat,su#2,,fut,para,
savizyat,sU#1,,fut,para,
savizyamAna,su#2,,fut,atma,
savizyamAna,sU#1,,fut,atma,
sasAna,sA#1,,perf,atma,
sasAntvAna,sAntv,,perf,atma,
sasAntvvAn,sAntv,,perf,para,
sasivAn,sA#1,,perf,para,
sasfjAna,sfj#1,,perf,atma,
sasfjvAn,sfj#1,,perf,para,
sasfpARa,sfp,,perf,atma,
sasfpvAn,sfp,,perf,para,
sasfvAn,sf,,perf,para,
sasnAna,snA,,perf,atma,
sasnivAn,snA,,perf,para,
sasmarARa,smf,,perf,atma,
sasmarvAn,smf,,perf,para,
sasraMsAna,sraMs,,perf,atma,
sasraMsvAn,sraMs,,perf,para,
sasrARa,sf,,perf,atma,
sasvajAna,svaYj,,perf,atma,
sasvajvAn,svaYj,,perf,para,
sasvadAna,svad,,perf,atma,
sasvadvAn,svad,,perf,para,
sasvanAna,svan,,perf,atma,
sasvanvAn,svan,,perf,para,
sasvarARa,svar#1,,perf,atma,
sasvarARa,svar#2,,perf,atma,
sasvarvAn,svar#1,,perf,para,
sasvarvAn,svar#2,,perf,para,
sahat,sah#1,1,pres,para,
sahanIya,sah#1,,fut,pass,
sahamAna,sah#1,1,pres,atma,
sahitavya,sah#1,,fut,pass,
sahizyat,sah#1,,fut,para,
sahizyamAna,sah#1,,fut,atma,
sahyamAna,sah#1,,pres,pass,
sahya,sah#1,,fut,pass,
sAQavat,sah#1,,past,active,
sAQa,sah#1,,past,pass,
sAtavya,sA#1,,fut,pass,
sAdanIya,sad#1,,fut,pass,caus
sAdayat,sad#1,,pres,para,caus
sAdayamAna,sad#1,,pres,atma,caus
sAdayitavya,sad#1,,fut,pass,caus
sAdayizyat,sad#1,,fut,para,caus
sAdayizyamAna,sad#1,,fut,atma,
sAdayizyamAna,sad#1,,fut,atma,caus
sAditavat,sad#1,,past,active,caus
sAdita,sad#1,,past,pass,caus
sAdyamAna,sad#1,,pres,pass,caus
sAdya,sad#1,,fut,pass,caus
sADanIya,siD#1,,fut,pass,caus
sADayat,siD#1,,pres,para,caus
sADayamAna,siD#1,,pres,atma,caus
sADayitavya,siD#1,,fut,pass,caus
sADayizyat,siD#1,,fut,para,caus
sADayizyamAna,siD#1,,fut,atma,
sADayizyamAna,siD#1,,fut,atma,caus
sADitavat,siD#1,,past,active,caus
sADita,siD#1,,past,pass,caus
sADyamAna,siD#1,,pres,pass,caus
sADya,siD#1,,fut,pass,caus
sAnIya,sA#1,,fut,pass,
sAntvanIya,sAntv,,fut,pass,
sAntvayat,sAntv,10,pres,para,
sAntvayamAna,sAntv,10,pres,atma,
sAntvayitavya,sAntv,,fut,pass,
sAntvayizyat,sAntv,,fut,para,
sAntvayizyamAna,sAntv,,fut,atma,
sAntvitavat,sAntv,,past,active,
sAntvita,sAntv,,past,pass,
sAntvyamAna,sAntv,,pres,pass,
sAntvya,sAntv,,fut,pass,
sApanIya,sap#1,,fut,pass,caus
sApayat,sap#1,,pres,para,caus
sApayamAna,sap#1,,pres,atma,caus
sApayitavya,sap#1,,fut,pass,caus
sApayizyat,sap#1,,fut,para,caus
sApayizyamAna,sap#1,,fut,atma,
sApayizyamAna,sap#1,,fut,atma,caus
sApitavat,sap#1,,past,active,caus
sApita,sap#1,,past,pass,caus
sApyamAna,sap#1,,pres,pass,caus
sApya,sap#1,,fut,pass,caus
sAya,sA#1,,fut,pass,
sAraRIya,sf,,fut,pass,caus
sArayat,sf,,pres,para,caus
sArayamAna,sf,,pres,atma,caus
sArayitavya,sf,,fut,pass,caus
sArayizyat,sf,,fut,para,caus
sArayizyamAna,sf,,fut,atma,
sArayizyamAna,sf,,fut,atma,caus
sAritavat,sf,,past,active,caus
sArita,sf,,past,pass,caus
sAryamAna,sf,,pres,pass,caus
sArya,sf,,fut,pass,
sArya,sf,,fut,pass,caus
sAsadyamAna,sad#1,,pres,atma,intens
sAsyat,sA#1,,fut,para,
sAsyamAna,sA#1,,fut,atma,
siktavat,sic,,past,active,
sikta,sic,,past,pass,
sicyamAna,sic,,pres,pass,
siYcat,sic,6,pres,para,
siYcamAna,sic,6,pres,atma,
sitavat,sA#1,,past,active,
sita,sA#1,,past,pass,
sidDavat,siD#1,,past,active,
sidDavat,siD#2,,past,active,
sidDa,siD#1,,past,pass,
sidDa,siD#2,,past,pass,
siDyat,siD#1,4,pres,para,
siDyamAna,siD#1,4,pres,atma,
siDyamAna,siD#1,,pres,pass,
siDyamAna,siD#2,,pres,pass,
sizicAna,sic,,perf,atma,
sizicvAn,sic,,perf,para,
siziDAna,siD#1,,perf,atma,
siziDAna,siD#2,,perf,atma,
siziDvAn,siD#1,,perf,para,
siziDvAn,siD#2,,perf,para,
sizizfkzvAn,sfj#1,,perf,para,desid
sizIvARa,sIv,,perf,atma,
sizIvvAn,sIv,,perf,para,
sizevARa,sev,,perf,atma,
sizevvAn,sev,,perf,para,
sizRihAna,snih#1,,perf,atma,
sizRihvAn,snih#1,,perf,para,
sizmivAn,smi,,perf,para,
sizmyARa,smi,,perf,atma,
sizyandAna,syand,,perf,atma,
sizyandvAn,syand,,perf,para,
sizvidAna,svid#2,,perf,atma,
sizvidvAn,svid#2,,perf,para,
sisfkzaRIya,sfj#1,,fut,pass,desid
sisfkzat,sfj#1,,pres,para,desid
sisfkzitavat,sfj#1,,past,active,desid
sisfkzita,sfj#1,,past,pass,desid
sisrat,sf,3,pres,para,
sisrARa,sf,3,pres,atma,
sIdat,sad#1,1,pres,para,
sIdamAna,sad#1,1,pres,atma,
sIditavya,sad#1,,fut,pass,
sIdizyat,sad#1,,fut,para,
sIdizyamAna,sad#1,,fut,atma,
sIyamAna,sA#1,,pres,pass,
sIvyat,sIv,4,pres,para,
sIvyamAna,sIv,4,pres,atma,
suKayizyat,suK,,fut,para,
suKayizyamAna,suK,,fut,atma,
suKAyat,suK,10,pres,para,
suKAyamAna,suK,10,pres,atma,
suKAyitavya,suK,,fut,pass,
suKtavat,suK,,past,active,
suKta,suK,,past,pass,
suKyat,suK,4,pres,para,
suKyamAna,suK,4,pres,atma,
suKyamAna,suK,,pres,pass,
sutavat,su#2,,past,active,
sutavat,sU#1,,past,active,
suta,su#2,,past,pass,
suta,sU#1,,past,pass,
sudinayizyat,sudin,,fut,para,
sudinayizyamAna,sudin,,fut,atma,
sudinAyat,sudin,10,pres,para,
sudinAyamAna,sudin,10,pres,atma,
sudinAyitavya,sudin,,fut,pass,
sudintavat,sudin,,past,active,
sudinta,sudin,,past,pass,
sudinyamAna,sudin,,pres,pass,
sudenanIya,sudin,,fut,pass,
sudenya,sudin,,fut,pass,
sunvat,su#2,5,pres,para,
sunvAna,su#2,5,pres,atma,
suptavat,svap,,past,active,
supta,svap,,past,pass,
supyamAna,svap,,pres,pass,
surat,sur,6,pres,para,
suramAna,sur,6,pres,atma,
surtavat,sur,,past,active,
surta,sur,,past,pass,
suryamAna,sur,,pres,pass,
suvat,sU#1,6,pres,para,
suvamAna,sU#1,6,pres,atma,
suvAna,sU#1,2,pres,atma,
suzuKARa,suK,,perf,atma,
suzuKvAn,suK,,perf,para,
suzudinAna,sudin,,perf,atma,
suzudinvAn,sudin,,perf,para,
suzupARa,svap,,perf,atma,
suzupvAn,svap,,perf,para,
suzurARa,sur,,perf,atma,
suzurvAn,sur,,perf,para,
suzuvAn,su#2,,perf,para,
suzuzyUzvAn,sIv,,perf,para,desid
suzUcAna,sUc,,perf,atma,
suzUcvAn,sUc,,perf,para,
suzUdAna,sUd,,perf,atma,
suzUdvAn,sUd,,perf,para,
suzUvAn,sU#1,,perf,para,
suzRuvAn,snu,,perf,para,
suzRuhAna,snuh#1,,perf,atma,
suzRuhvAn,snuh#1,,perf,para,
suzRvAna,snu,,perf,atma,
suzvARa,su#2,,perf,atma,
suzvARa,sU#1,,perf,atma,
susyUzaRIya,sIv,,fut,pass,desid
susyUzat,sIv,,pres,para,desid
susyUzitavat,sIv,,past,active,desid
susyUzita,sIv,,past,pass,desid
susruvAn,sru,,perf,para,
susrvARa,sru,,perf,atma,
sUcayat,sUc,10,pres,para,
sUcayamAna,sUc,10,pres,atma,
sUcayitavya,sUc,,fut,pass,
sUcayizyat,sUc,,fut,para,
sUcayizyamAna,sUc,,fut,atma,
sUcitavat,sUc,,past,active,
sUcita,sUc,,past,pass,
sUcyamAna,sUc,,pres,pass,
sUcya,sUc,,fut,pass,
sUtavat,sU#1,,past,active,
sUta,sU#1,,past,pass,
sUdayat,sUd,10,pres,para,
sUdayamAna,sUd,10,pres,atma,
sUdayitavya,sUd,,fut,pass,
sUdayizyat,sUd,,fut,para,
sUdayizyamAna,sUd,,fut,atma,
sUditavat,sUd,,past,active,
sUdita,sUd,,past,pass,
sUdyamAna,sUd,,pres,pass,
sUdya,sUd,,fut,pass,
sUyamAna,sU#1,,pres,pass,
sUyamAna,su#2,,pres,pass,
sfjat,sfj#1,6,pres,para,
sfjamAna,sfj#1,6,pres,atma,
sfjyamAna,sfj#1,,pres,pass,
sfjya,sfj#1,,fut,pass,
sftavat,sf,,past,active,
sfta,sf,,past,pass,
sfptavat,sfp,,past,active,
sfpta,sfp,,past,pass,
sfpyamAna,sfp,,pres,pass,
sfpya,sfp,,fut,pass,
sfzwavat,sfj#1,,past,active,
sfzwa,sfj#1,,past,pass,
sektavya,sic,,fut,pass,
sekzyat,sic,,fut,para,
sekzyamAna,sic,,fut,atma,
secanIya,sic,,fut,pass,
secanIya,sic,,fut,pass,caus
secayat,sic,,pres,para,caus
secayamAna,sic,,pres,atma,caus
secayitavya,sic,,fut,pass,caus
secayizyat,sic,,fut,para,caus
secayizyamAna,sic,,fut,atma,
secayizyamAna,sic,,fut,atma,caus
secAna,sac,,perf,atma,
secitavat,sic,,past,active,caus
secita,sic,,past,pass,caus
secyamAna,sic,,pres,pass,caus
secya,sic,,fut,pass,
secya,sic,,fut,pass,caus
sejABAna,saBAj,,perf,atma,
sejABvAn,saBAj,,perf,para,
sejYAna,saYj,,perf,atma,
sejYivAn,saYj,,perf,para,
seqRipAna,sapiRq,,perf,atma,
seqRipvAn,sapiRq,,perf,para,
setsyat,siD#1,,fut,para,
setsyat,siD#2,,fut,para,
setsyamAna,siD#1,,fut,atma,
setsyamAna,siD#2,,fut,atma,
sedAna,sad#1,,perf,atma,
sedivAn,sad#1,,perf,para,
sedDavya,siD#1,,fut,pass,
sedDavya,siD#2,,fut,pass,
seDat,siD#2,1,pres,para,
seDanIya,siD#1,,fut,pass,
seDanIya,siD#2,,fut,pass,
seDamAna,siD#2,1,pres,atma,
seDitavya,siD#2,,fut,pass,
seDizyat,siD#2,,fut,para,
seDizyamAna,siD#2,,fut,atma,
seDya,siD#1,,fut,pass,
seDya,siD#2,,fut,pass,
sepAna,sap#1,,perf,atma,
sepivAn,sap#1,,perf,para,
sevat,sev,1,pres,para,
sevanIya,sev,,fut,pass,
sevamAna,sev,1,pres,atma,
sevitavat,sev,,past,active,
sevitavya,sev,,fut,pass,
sevita,sev,,past,pass,
